timestamp,value,status
2024-01-01 00:00:00,24.65,OK
2024-01-01 00:15:00,22.63,OK
2024-01-01 00:30:00,23.52,OK
2024-01-01 00:45:00,25.44,OK
2024-01-01 01:00:00,24.91,OK
2024-01-01 01:15:00,20.66,OK
2024-01-01 01:30:00,23.58,OK
2024-01-01 01:45:00,21.96,OK
2024-01-01 02:00:00,22.05,OK
2024-01-01 02:15:00,22.85,OK
2024-01-01 02:30:00,22.48,OK
2024-01-01 02:45:00,24.47,WARN
2024-01-01 03:00:00,23.45,OK
2024-01-01 03:15:00,22.52,OK
2024-01-01 03:30:00,23.03,WARN
2024-01-01 03:45:00,22.89,OK
2024-01-01 04:00:00,24.66,OK
2024-01-01 04:15:00,22.13,OK
2024-01-01 04:30:00,22.94,OK
2024-01-01 04:45:00,21.21,OK
2024-01-01 05:00:00,18.69,OK
2024-01-01 05:15:00,23.53,OK
2024-01-01 05:30:00,23.87,OK
2024-01-01 06:00:00,26.03,OK
2024-01-01 06:15:00,20.47,OK
2024-01-01 06:30:00,22.75,OK
2024-01-01 06:45:00,22.42,OK
2024-01-01 07:00:00,25.03,OK
2024-01-01 07:15:00,24.96,OK
2024-01-01 07:30:00,23.01,OK
2024-01-01 07:45:00,23.37,OK
2024-01-01 08:00:00,21.5,OK
2024-01-01 08:15:00,19.89,OK
2024-01-01 08:30:00,22.36,WARN
2024-01-01 08:45:00,23.15,OK
2024-01-01 09:00:00,24.78,OK
2024-01-01 09:15:00,-0.23,OK
2024-01-01 09:30:00,22.41,OK
2024-01-01 09:45:00,22.56,OK
2024-01-01 10:00:00,21.47,OK
2024-01-01 10:15:00,20.94,OK
2024-01-01 10:30:00,20.53,OK
2024-01-01 10:45:00,26.05,OK
2024-01-01 11:00:00,22.38,WARN
2024-01-01 11:30:00,21.32,WARN
2024-01-01 11:45:00,24.39,OK
2024-01-01 12:00:00,20.83,OK
2024-01-01 12:15:00,22.96,OK
2024-01-01 12:30:00,21.96,OK
2024-01-01 12:45:00,23.91,OK
2024-01-01 13:00:00,22.59,OK
2024-01-01 13:15:00,21.61,OK
2024-01-01 13:30:00,23.36,OK
2024-01-01 13:45:00,24.07,OK
2024-01-01 14:00:00,23.56,WARN
2024-01-01 14:15:00,23.94,OK
2024-01-01 14:30:00,22.56,OK
2024-01-01 14:45:00,22.99,OK
2024-01-01 15:00:00,22.55,OK
2024-01-01 15:15:00,23.05,OK
2024-01-01 15:30:00,22.39,OK
2024-01-01 15:45:00,21.05,OK
2024-01-01 16:00:00,23.93,WARN
2024-01-01 16:15:00,23.09,WARN
2024-01-01 16:30:00,21.27,OK
2024-01-01 16:45:00,24.44,OK
2024-01-01 17:00:00,22.41,WARN
2024-01-01 17:15:00,23.87,OK
2024-01-01 17:30:00,24.92,OK
2024-01-01 17:45:00,24.04,OK
2024-01-01 18:00:00,25.58,OK
2024-01-01 18:15:00,22.05,OK
2024-01-01 18:30:00,24.53,OK
2024-01-01 18:45:00,22.93,OK
2024-01-01 19:00:00,22.67,WARN
2024-01-01 19:15:00,23.14,WARN
2024-01-01 19:30:00,23.56,OK
2024-01-01 19:45:00,24.14,OK
2024-01-01 20:00:00,22.34,OK
2024-01-01 20:15:00,25.46,WARN
2024-01-01 20:30:00,24.83,OK
2024-01-01 20:45:00,21.86,OK
2024-01-01 21:00:00,26.42,OK
2024-01-01 21:15:00,27.06,OK
2024-01-01 21:30:00,26.01,WARN
2024-01-01 21:45:00,24.0,OK
2024-01-01 22:00:00,52.69,OK
2024-01-01 22:15:00,25.9,OK
2024-01-01 22:30:00,23.74,OK
2024-01-01 22:45:00,26.2,OK
2024-01-01 23:00:00,-0.29,OK
2024-01-01 23:15:00,25.89,OK
2024-01-01 23:30:00,24.98,OK
2024-01-01 23:45:00,25.53,OK
2024-01-02 00:00:00,24.52,OK
2024-01-02 00:15:00,27.2,OK
2024-01-02 00:30:00,24.74,OK
2024-01-02 00:45:00,25.18,OK
2024-01-02 01:00:00,27.43,OK
2024-01-02 01:15:00,22.61,WARN
2024-01-02 01:30:00,-2.25,OK
2024-01-02 01:45:00,26.14,WARN
2024-01-02 02:00:00,22.95,OK
2024-01-02 02:15:00,27.65,OK
2024-01-02 02:30:00,24.14,OK
2024-01-02 02:45:00,23.67,WARN
2024-01-02 03:00:00,27.7,OK
2024-01-02 03:15:00,27.06,OK
2024-01-02 03:30:00,27.67,OK
2024-01-02 03:45:00,26.25,OK
2024-01-02 04:00:00,23.62,OK
2024-01-02 04:15:00,27.81,OK
2024-01-02 04:30:00,24.57,OK
2024-01-02 05:00:00,26.44,OK
2024-01-02 05:15:00,24.81,OK
2024-01-02 05:30:00,25.99,OK
2024-01-02 05:45:00,26.48,OK
2024-01-02 06:00:00,25.69,WARN
2024-01-02 06:15:00,23.5,WARN
2024-01-02 06:30:00,25.62,OK
2024-01-02 06:45:00,27.19,OK
2024-01-02 07:00:00,24.19,OK
2024-01-02 07:15:00,0.03,OK
2024-01-02 07:30:00,24.63,WARN
2024-01-02 07:45:00,28.08,OK
2024-01-02 08:00:00,26.34,OK
2024-01-02 08:15:00,25.97,OK
2024-01-02 08:30:00,24.23,OK
2024-01-02 08:45:00,26.22,OK
2024-01-02 09:00:00,24.43,OK
2024-01-02 09:15:00,25.51,OK
2024-01-02 09:30:00,24.54,WARN
2024-01-02 09:45:00,26.53,OK
2024-01-02 10:00:00,26.41,OK
2024-01-02 10:15:00,25.26,OK
2024-01-02 10:30:00,26.19,OK
2024-01-02 10:45:00,23.98,WARN
2024-01-02 11:00:00,53.41,OK
2024-01-02 11:15:00,26.33,FAIL
2024-01-02 11:30:00,25.95,OK
2024-01-02 11:45:00,26.68,OK
2024-01-02 12:00:00,29.32,OK
2024-01-02 12:15:00,27.19,OK
2024-01-02 12:30:00,24.43,OK
2024-01-02 12:45:00,27.5,OK
2024-01-02 13:00:00,23.88,OK
2024-01-02 13:15:00,25.19,OK
2024-01-02 13:30:00,25.8,OK
2024-01-02 13:45:00,28.5,OK
2024-01-02 14:00:00,24.84,WARN
2024-01-02 14:15:00,54.74,OK
2024-01-02 14:30:00,39.89,OK
2024-01-02 14:45:00,25.04,OK
2024-01-02 15:00:00,27.75,OK
2024-01-02 15:15:00,24.47,OK
2024-01-02 15:30:00,24.39,OK
2024-01-02 15:45:00,25.48,OK
2024-01-02 16:00:00,25.42,OK
2024-01-02 16:15:00,29.09,OK
2024-01-02 16:30:00,27.64,OK
2024-01-02 16:45:00,26.38,OK
2024-01-02 17:00:00,24.43,OK
2024-01-02 17:15:00,27.56,OK
2024-01-02 17:30:00,24.82,OK
2024-01-02 17:45:00,24.03,OK
2024-01-02 18:00:00,28.16,OK
2024-01-02 18:15:00,56.88,OK
2024-01-02 18:30:00,27.81,OK
2024-01-02 18:45:00,26.93,WARN
2024-01-02 19:00:00,27.76,OK
2024-01-02 19:15:00,25.53,WARN
2024-01-02 19:30:00,24.98,OK
2024-01-02 19:45:00,27.58,OK
2024-01-02 20:00:00,55.38,OK
2024-01-02 20:15:00,25.58,OK
2024-01-02 20:30:00,25.95,OK
2024-01-02 20:45:00,26.69,OK
2024-01-02 21:00:00,26.16,OK
2024-01-02 21:15:00,54.65,OK
2024-01-02 21:30:00,25.77,OK
2024-01-02 21:45:00,23.43,OK
2024-01-02 22:00:00,27.73,WARN
2024-01-02 22:15:00,24.41,OK
2024-01-02 22:30:00,25.19,OK
2024-01-02 22:45:00,26.95,OK
2024-01-02 23:00:00,25.79,OK
2024-01-02 23:15:00,29.24,OK
2024-01-02 23:30:00,25.01,OK
2024-01-02 23:45:00,27.37,OK
2024-01-03 00:00:00,26.94,OK
